,text,cluster_name
8909,那用手按压有褪色变白吗？,"0,0,1,0,0,0,0,0,0"
8980,那你就要选择正规的毛发科呀，到正规医院看诊，当然都是真实可靠的,"0,1,0,0,0,0,0,0,0"
22143,请问您今年多大了呢，是先生还是女士呢？,"0,0,0,0,0,1,0,0,0"
18413,方便的话您可以加我微信 稍后我先看一下您的情况先 更好针对您的情况给您分析解答,"0,0,0,0,1,0,0,0,0"
26905,我可以吧详细的情况发送您的信息或者微信,"0,1,0,0,0,0,0,0,0"
14045,吕小姐是吗,"0,0,0,0,0,1,0,0,0"
22611,您好，脱毛是我们鹏程医院的常规项目的，您是咱们鹏程医院的老顾客 吗？,"0,0,0,0,0,0,0,0,1"
18775,不行是吗,"0,1,0,0,0,0,0,0,0"
18660,要了解您的情况，才能给您建议呀 就好像您感冒了医生也要问诊是一样的道理的,"0,1,0,0,0,0,0,0,0"
19939,您是打算哪天过来呢,"0,1,0,0,0,0,0,0,0"
26151,鹏程医院地址：深圳罗湖区笋岗东路3013号。公交：帝豪酒店站台    地铁：园岭C出口    打车：鹏程医院    开车导航：长虹大厦停车场,"0,1,0,0,0,0,0,0,0"
23766,您提供电话号码和姓氏过来,"0,0,0,0,1,0,0,0,0"
25734,您好，您皮肤暗黄多久了呢？是天生的还是后天的呢,"0,0,1,0,0,0,0,0,0"
12077,不客气，您说一下电话,"0,0,0,0,1,0,0,0,0"
2297,你几号来的月经啊,"0,0,1,0,0,0,0,0,0"
28226,近期有时间来院面诊吗,"0,0,0,0,0,0,1,0,0"
19670,观澜过来坐车还是比较方便的,"0,1,0,0,0,0,0,0,0"
15352,术前还有设计，消毒，这些,"0,1,0,0,0,0,0,0,0"
29605,雷霆大Q是利用激光光爆破之后，将色素分两种代谢途径代谢,"0,0,0,0,0,0,0,0,1"
6817,你在用药前 做过彩超了吗？,"1,0,0,0,0,0,0,0,0"
8659,全名是祖什么呢,"0,0,0,0,0,1,0,0,0"
27277,是陈女士是吗,"0,0,0,0,0,1,0,0,0"
22964,好的，宝安过来的话很近的呢，请问您今年多大了呢？是先生还是女士呢,"0,0,0,0,0,1,0,0,0"
7440,这边先了解一下您的个人情况 请问您面诊过吗？今年多大了？,"0,0,0,0,0,1,0,0,0"
24614,我这边可以帮你约个专家，先过来做个免费的检查，你看怎么样呢,"0,0,0,0,0,0,1,0,0"
5884,你可以加我微信帮你看一下,"0,0,0,0,1,0,0,0,0"
22648,方便加你微信，你发个照片我帮你先看看吗,"0,0,0,0,1,0,0,0,0"
11961,咱们是上海 专门看诊这个疾病的医院  这样的患者很多的,"0,1,0,0,0,0,0,0,0"
27879,那你很瘦哦,"0,1,0,0,0,0,0,0,0"
19832,眼部是怎么不满意？ 之前有设计过吗,"1,0,0,0,0,0,0,0,0"
26516,您是想填充全脸吗、,"0,0,0,1,0,0,0,0,0"
76,你平时妇科方面怎么样  会有白带异常 异味瘙痒  腰腹部不舒服吗,"0,0,1,0,0,0,0,0,0"
13695,您多大年纪，是自己感觉有些松弛还是对象有点不满意呢,"0,0,0,0,0,1,0,0,0"
27608,身高体重是多少呢？,"0,0,0,0,0,1,0,0,0"
21343,好的，之前来过我们鹏程医院吗,"1,0,0,0,0,0,0,0,0"
13251,这样吧  你有ＱＱ微信吗？阿姨详细的给你讲一下,"0,0,0,0,1,0,0,0,0"
11140,是男士络腮胡部位吗,"0,0,0,1,0,0,0,0,0"
23580,那可以帮你登记一个免费咨询了解的名额，请医生帮你看一下痣的深浅程度的，,"0,0,0,0,0,0,1,0,0"
3558,之前有去过医院了解过吗,"1,0,0,0,0,0,0,0,0"
23345,你想要改善什么呢,"0,0,1,0,0,0,0,0,0"
27588,您是近期正好生理期吗,"0,1,0,0,0,0,0,0,0"
5839,您目前主要是上唇比较厚还是下唇呢？,"0,0,0,1,0,0,0,0,0"
2309,嗯 请问您是患者本人吗 这个情况多久了呢 今年多大年纪了呢 ？,"0,0,0,0,0,1,0,0,0"
4997,这是您的微信还是Q,"0,0,0,0,1,0,0,0,0"
17501,我们是在罗湖区笋岗这边的,"0,1,0,0,0,0,0,0,0"
20637,可以帮你申请,"0,1,0,0,0,0,0,0,0"
24425,正是非常有魅力的年龄，先生还是女士呢,"0,0,0,0,0,1,0,0,0"
11743,女士 您贵姓 或者您方便电话沟通吗？,"0,0,0,0,0,1,0,0,0"
28423,您的年龄身高体重是多少呢？,"0,0,0,0,0,1,0,0,0"
29111,铜雀台艺术种植将专业的审美艺术和精良的毛发移植技术相结合，根据个人形象设计方案,"0,0,0,0,0,0,0,0,1"
27765,所以一定要选择正规整形医院,"0,1,0,0,0,0,0,0,0"
9622,请问您目前的身高体重分别是多少呢,"0,0,0,0,0,1,0,0,0"
20709,一般是两千多到三四千，到五六千都有的,"0,0,0,0,0,0,0,1,0"
19529,这是我们医院的经典项目之一，效果是非常好的，我们医院在深圳罗湖这边开了20多年了是深圳老字号医院。我是鹏程医院华助理，您怎么称呼，今年多大 年纪呢,"0,0,0,0,0,1,0,0,0"
12786,怎么称呼您呢，是打算近期做治疗吗,"0,0,0,0,0,1,0,0,0"
19983,原价是3800的,"0,0,0,0,0,0,0,1,0"
6844,还是很好的年纪，上睑下垂，会导致瞳孔暴露比较少，眼睛无神，眼皮不是很有力量,"0,1,0,0,0,0,0,0,0"
27825,地铁可以到我们门口的,"0,1,0,0,0,0,0,0,0"
29257,玻尿酸主要是注射鼻梁塑形的，可以让我们的鼻部更加的立体、高挺,"0,0,0,0,0,0,0,0,1"
2849,您微信多少呢？我加下您看下现在情况,"0,0,0,0,1,0,0,0,0"
7992,方便给您分析,"0,1,0,0,0,0,0,0,0"
21606,我发个咨询号短信给您,"0,1,0,0,0,0,0,0,0"
24666,您好！在吗？,"0,1,0,0,0,0,0,0,0"
16902,多运动,"0,1,0,0,0,0,0,0,0"
10603,这样吧，你微信多少？我 加你，你拍张脱发部位照片看下,"0,0,0,0,1,0,0,0,0"
30084, 截骨法：主要针对下颌角外翻肥大明显的人有改善作用，切除肥大的下颌骨内板，特别是从侧面线条的雕塑效果尤为明显。磨骨法：是采用骨锉将肥大的下颌角外板磨除，对正面脸型弧线有极大改善。 截骨加磨骨法结合，则是采用两种方法完美综合，一方面切除肥大下颌骨，一方面通过磨骨法修平截骨后的棱角，让脸部线条更加柔和和流畅。,"0,0,0,0,0,0,0,0,1"
17654,好的， 那您这个身高体重来看的话，也只是属于微胖的类型呢,"0,0,0,0,0,1,0,0,0"
11358,有可能是牙髓坏死引起的牙齿发黑以及中空 请问您多大年龄了？是什么位置的牙齿出现这种情况呢？,"0,0,0,0,0,1,0,0,0"
23056,我刚问了主任，说您的这个胸部问题，可能是因为胸部软组织比较少，选择大底盘的胸假体，会导致边界明显，,"0,1,0,0,0,0,0,0,0"
24042,您今年 多大年龄呢？眼部基础怎么样呢？,"0,0,0,0,0,1,0,0,0"
3021,目前身高体重分别是多少呢,"0,0,0,0,0,1,0,0,0"
13654,我们医院在广州越秀区 你姓名电话多少呢 现在需要帮您安排一个看诊号吗？,"0,0,0,0,0,1,0,0,0"
28741,咱们仪器可以刺激皮肤深层胶原蛋白重新生成 达到去除色沉 毛孔 嫩肤等效果的哦,"0,0,0,0,0,0,0,0,1"
9774,您是想做哪方面项目呢,"0,0,0,0,0,0,1,0,0"
23105,您对自己的鼻子怎么不满意呢，希望术后达到什么效果呢,"0,0,1,0,0,0,0,0,0"
20721,我们这边很多那边的顾客过来做手术的,"0,1,0,0,0,0,0,0,0"
25297,你可以来医院面诊一下让专家看一下你眼部情况 这样可以根据你眼部情况制定你治疗方案。,"0,0,0,0,0,0,1,0,0"
28425,可以的 这个是咱们鹏程医院常做的经典口碑喜爱那个吗,"0,1,0,0,0,0,0,0,0"
13556,稍后您注意接听电话,"0,1,0,0,0,0,0,0,0"
10608,好的，请问您现在是多大罩杯呢？,"0,1,0,0,0,0,0,0,0"
12249,您是打算近期来医院看头发吗,"0,0,0,0,0,0,1,0,0"
7316,一般包皮手术术后一个月可以过性生活，会因个人体制不同时间略有差异,"0,1,0,0,0,0,0,0,0"
21239,您是想改善什么部位恩？,"0,0,0,1,0,0,0,0,0"
28555,可以采用激光祛色素沉着：在不破坏正常组织细胞的前提下，使各种色素细胞破坏分解，强脉冲光将色素团击碎 代谢出去,"0,0,0,0,0,0,0,0,1"
8270,加了您验证一下吧,"0,1,0,0,0,0,0,0,0"
14125,之前有没有来医院面诊过呢？,"1,0,0,0,0,0,0,0,0"
4247,好的，请问怎么称呼呢？,"0,0,0,0,0,1,0,0,0"
8385,之前有做过相关的治疗吗,"1,0,0,0,0,0,0,0,0"
23815,您是天生黑 还是后天晒黑的呢,"0,0,1,0,0,0,0,0,0"
13130,我先帮您初步确诊下，看不到斑点的形状，无法确诊的,"0,0,1,0,0,0,0,0,0"
5695,请问您今年多大年龄呢？怎么称呼您呢？,"0,0,0,0,0,1,0,0,0"
16403,我们医院是在深圳开展22年的老品牌祛斑医院， 黄褐斑治疗效果是非常好的，我们医院是有专利祛斑技术的,"0,0,0,0,0,0,0,0,1"
8997,线型的还是填充的，具体在什么部位呢？,"0,1,0,0,0,0,0,0,0"
25108,您最近有时间过来了解吗,"0,0,0,0,0,0,1,0,0"
1785,26岁还是很年轻的，,"0,1,0,0,0,0,0,0,0"
15924,目前是怎么不满意了呢,"0,0,1,0,0,0,0,0,0"
6770,您可以考虑近期过来了解,"0,0,0,0,0,0,1,0,0"
21197,您之前有到医院，请医生帮您设计过眼部基础吗？,"1,0,0,0,0,0,0,0,0"
20357,您是计划近期做么,"0,0,0,0,0,0,1,0,0"
17568,好的，您电话有没有微信呀，可能信号不好您掉线了,"0,0,0,0,1,0,0,0,0"
1151,您在哪个位置呢,"0,1,0,0,0,0,0,0,0"
543,同意了,"0,1,0,0,0,0,0,0,0"
23098,好的，您的电话号码多少呢，我这边帮您登记预约个咱们免费的专家咨询 号先,"0,0,0,0,1,0,0,0,0"
7937,张小姐还是张先生呢？,"0,0,0,0,0,1,0,0,0"
29918,OPT：O完美脉冲光技术，它综合了像素激光、光子嫩肤、彩光，复合彩光四种激光、脉冲光，刺激肌肤的新陈代谢，改善毛细血管的通透性。消除痘印，全面改善肌肤质地、靓白肌肤、提升紧致。,"0,0,0,0,0,0,0,0,1"
17440,嗯嗯，这个是仪器射频来的,"0,1,0,0,0,0,0,0,0"
2606,出现一周时间也不短了 有检查确诊过吗,"1,0,0,0,0,0,0,0,0"
24925,好的  请稍等,"0,1,0,0,0,0,0,0,0"
9097,网络信号不太好 您微信多少 我加您,"0,0,0,0,1,0,0,0,0"
11900,不同的白斑治疗的方法是不一样的 你在成都还是比较方便的 可以抽一天的时间过来检查清楚 也更放心 毕竟这个季节是白斑发展的高峰期 会发展扩散还是要引起重视,"0,0,0,0,0,0,1,0,0"
11323,上述的几种方式是目前国际认可最安全有效的治疗方案 针对不同部位，脂肪量厚薄差异 选择的设备都会有所不同 但都可达到塑形效果,"0,1,0,0,0,0,0,0,0"
10997,那你用微信吗？,"0,0,0,0,1,0,0,0,0"
20763,您电话多少呀，我先帮您预定这些优惠吧,"0,0,0,0,1,0,0,0,0"
15732,怎么会想要做这个项目呢，是上唇还是下唇比较厚呢,"0,0,1,0,0,0,0,0,0"
322,你的手机号是多少呢？,"0,0,0,0,1,0,0,0,0"
12924,我先了解下你的情况的,"0,0,1,0,0,0,0,0,0"
11869,电脑上接收不到图片,"0,1,0,0,0,0,0,0,0"
25830,您的姓名  电话是多少呢,"0,0,0,0,0,1,0,0,0"
21844,我们的脱毛项目都是6次的呢,"0,0,0,0,0,0,0,0,1"
2534,现在是单纯的痘印吗？没有痘痘了吗？,"0,0,1,0,0,0,0,0,0"
4686,您牙齿是什么问题,"0,0,1,0,0,0,0,0,0"
22107,鹏程整形有专门的纹绣治疗中心，自然逼真，最主要是我院采用纯植物医学色料，区别于美容院化工染料，不易晕色掉色,"0,0,0,0,0,0,0,0,1"
26757,您好，方便加个微信吗？您发张照片过来，我根据您的情况帮您具体分析一下,"0,0,0,0,1,0,0,0,0"
26593,您好 请问在吗/,"0,1,0,0,0,0,0,0,0"
22438,用艾莉薇比较多，维持时间比较长，稳定性更好，而且塑形效果也更好一些，再有就是它的交联技术过敏性更低,"0,1,0,0,0,0,0,0,0"
2535,您身高体重多少呢 主要是腰腹脂肪堆积吗,"0,0,0,0,0,1,0,0,0"
19165,针对洗纹身采用的是经过美国FDA和欧盟CE认证的美国和以色列及德国进口的最新设备，专家都是有十几年的经验来的，安全和效果都是非常有保障的,"0,0,0,0,0,0,0,0,1"
21176,您电话多少？我先帮您登记优惠名额，稍后把地址，预约短信发到您手机上面，您到时候过来核对下号码就能导出优惠呢,"0,0,0,0,1,0,0,0,0"
636,恩 是 神经损伤的话  单纯药物治疗的话方法比较单一 且没有针对性， 后期一旦停药又可复发 药物只是缓解病情的症状， 并不能彻底治愈的,"0,0,0,0,0,0,0,0,1"
16795,22岁 很年轻的年龄呀,"0,1,0,0,0,0,0,0,0"
2851,恩，我加你详细说呢,"0,1,0,0,0,0,0,0,0"
29784,咱们医院鼻部整形，涵盖鼻再造、鼻综合整形在内的各类鼻整形手术，自然、和谐、美观的鼻部效果哦。 ,"0,0,0,0,0,0,0,0,1"
5375,咱们整形美容专科医院  对皮肤问题更有治疗经验,"0,0,0,0,0,0,0,0,1"
6788,您朋友推荐给您我们医院，肯定是对我们医院信任，觉得我们医院做的好才给你建议的呀，要不然作为朋友会给你推荐不好的医院吗,"0,1,0,0,0,0,0,0,0"
20820,你微信是多少，我加你，  发照片，我帮你看看,"0,0,0,0,1,0,0,0,0"
1190,请问您微信或者电话多少呢,"0,0,0,0,1,0,0,0,0"
13683,什么时候做的手术？有检查过吗,"1,0,0,0,0,0,0,0,0"
26140,您好  想要了解隆鼻吗？,"0,0,0,1,0,0,0,0,0"
21222,好的     加了,"0,1,0,0,0,0,0,0,0"
19711,我们网络预约面诊设计都是免费的呢,"0,1,0,0,0,0,0,0,0"
29465,阴唇咱们可以通过缩小的方式哦,"0,0,0,0,0,0,0,0,1"
29463,采用注射溶脂的方式 是没有恢复期的哦 ,"0,0,0,0,0,0,0,0,1"
22814,这样啊，那您微信多少我加您吧，您发您的素颜照片我帮您看一下，再帮您分析,"0,0,0,0,1,0,0,0,0"
16713,我院采用的是以色列飞顿公司的冰点华尔兹脱毛仪，为世界上最先进的半导体脱毛仪器。确保您可以达到永久的效果,"0,1,0,0,0,0,0,0,0"
14933,冒昧的问一下你今年多大年龄呢,"0,0,0,0,0,1,0,0,0"
29388,目前比较常使用的补牙材料有两种，银汞合金和复合树脂，银汞合金使用时间比较长的补牙材料，硬度大，比较耐磨，价格比较便宜 但是银汞合金最大的缺点是颜色呈银白色，与牙齿颜色不协调，用在前牙上会影响美观 ,"0,0,0,0,0,0,0,0,1"
2705,那这样的话面积不大，之前在那边治疗是采取了什么方式治疗的呢？用了手术吗,"1,0,0,0,0,0,0,0,0"
11166,是先天性的吗,"0,0,1,0,0,0,0,0,0"
2925,有微信吗,"0,0,0,0,1,0,0,0,0"
26947,3号线地铁很方便的,"0,1,0,0,0,0,0,0,0"
17801,是的，一次就有效果，立竿见影；,"0,1,0,0,0,0,0,0,0"
11429,你具体对面部哪个部位不满意呢？,"0,0,0,1,0,0,0,0,0"
5305,如果可以见到专家 专家给您的方案才是最终适合您的,"0,1,0,0,0,0,0,0,0"
2958,咱们深圳鹏程医院的话，目前采用的是最新的韩国半永久化妆的方式的  做出来就效果非常自然 ，可以真正做到闭眼无痕，睁眼有神,"0,0,0,0,0,0,0,0,1"
18113,折一片片的斑是什么时候开始长的,"0,0,1,0,0,0,0,0,0"
2552,一万多左右，可以0首付分期付款,"0,0,0,0,0,0,0,1,0"
9814,好的，那我在这边给您详细的讲解一下,"0,1,0,0,0,0,0,0,0"
20136,我这边帮您预约安排好  过来您就可以直接咨询了,"0,0,0,0,0,0,1,0,0"
28381,我先大致了解一下你的基本情况,"0,1,0,0,0,0,0,0,0"
20143,丰胸是咱们鹏程医院常做的经典口碑项目,"0,0,0,0,0,0,0,0,1"
29452,针对痘印痘坑痘疤 可以选择药物 光学设备结合皮肤修复等来改善,"0,0,0,0,0,0,0,0,1"
18419,是有的，,"0,1,0,0,0,0,0,0,0"
25450,您多大了？,"0,0,0,0,0,1,0,0,0"
4268,这边先了解下患者情况,"0,0,1,0,0,0,0,0,0"
10702,您目前的身高体重是多少呢？平时穿多大的内衣,"0,0,0,0,0,1,0,0,0"
14776,你微信多少呢，我加你吧,"0,0,0,0,1,0,0,0,0"
26717,您微信是多少呢，我加您，您方便可以发个照片给我看下,"0,0,0,0,1,0,0,0,0"
3480,是的   您是什么时候同房的呢,"0,1,0,0,0,0,0,0,0"
12402,好的！怎么称呼呢,"0,0,0,0,0,1,0,0,0"
5382,之前是有去医院看诊确诊是雀斑和黄褐斑了吗,"1,0,0,0,0,0,0,0,0"
21636,可以的 先过来开到你系统里,"0,1,0,0,0,0,0,0,0"
15360,你明天周六大概是几点方便呢,"0,0,0,0,0,0,1,0,0"
23639,您可以先预定脱毛优惠，到时候来医院给医生面诊了解您的黑眼圈情况的,"0,0,0,0,0,0,1,0,0"
30041,M22王者之心的话 很多顾客都可以利用中午休闲时间来治疗，无明显不适，不影响工作生活 ,"0,0,0,0,0,0,0,0,1"
17676,为什么挂我电话呢,"0,1,0,0,0,0,0,0,0"
16661,好的， 您贵姓呢，是对鼻子哪里不满意呢,"0,0,0,0,0,1,0,0,0"
18714,方便加您微信吗？这边加您  您再发过来,"0,0,0,0,1,0,0,0,0"
2864,怎么称呼您，眼袋形成的时间久吗,"0,0,1,0,0,0,0,0,0"
16168,你打算什么时候打呢,"0,0,0,0,0,0,1,0,0"
22241,您是想了解什么呢，我是医生助理,"0,0,0,1,0,0,0,0,0"
27728,附近的地铁是什么站呀》？,"0,1,0,0,0,0,0,0,0"
22963,这是咱们医院的经典项目之一，在深圳罗湖这边已经做了二十多年了。您是在深圳哪里的呢，怎么称呼您呢？,"0,0,0,0,0,1,0,0,0"
22714,那31号下午3点记得过来,"0,0,0,0,0,0,1,0,0"
15942,您是我们医院的老客吗,"0,1,0,0,0,0,0,0,0"
23277,你好 男士 很有魅力的年龄呀,"0,1,0,0,0,0,0,0,0"
26501,您是想改善些什么问题呢？,"0,0,1,0,0,0,0,0,0"
19392,您好 在的。,"0,1,0,0,0,0,0,0,0"
506,我添加你i,"0,1,0,0,0,0,0,0,0"
16682,您微信多少，我加您，您发疤痕的照片 我看下先,"0,0,0,0,1,0,0,0,0"
13043,治疗方法很多，有药物治疗，仪器治疗，物理治疗也都有，关键是要选择适合的才有好的效果，您的白斑出现有多长时间了,"0,1,0,0,0,0,0,0,0"
25514,雀斑是表浅性的,"0,1,0,0,0,0,0,0,0"
305,是的，血管瘤会随着孩子的增长慢慢的有增长的情况的，后期也会随着孩子的增长面积变大,"0,1,0,0,0,0,0,0,0"
6166,"这样吧,网上打字比较局限,了解病情不是很全面.您的电话是多少？我给您打过去,针对性的分析一下病情，给您一些检查建议","0,0,0,0,1,0,0,0,0"
18520,费用两三万至三四万左右不等都有,"0,0,0,0,0,0,0,1,0"
23059,是您想做，还是朋友呢,"0,0,0,0,0,0,1,0,0"
4023,选择其中一项做的,"0,1,0,0,0,0,0,0,0"
3735,要不您这样吧，您留个您的联系电话，稍后把您的病情向医生汇报，请医生帮您分析讲解，您可以听听医生给您的建议，该怎么治疗最佳，相信您有辨别的能力，之后无论您去哪里治疗的都避免走治疗的误区，避免耽误病情，您看呢？,"0,0,0,0,1,0,0,0,0"
30734,亲是先天性就小还是生完宝宝萎缩造成的？,"0,0,1,0,0,0,0,0,0"
5665,主要是感觉身体哪个部位脂肪堆积呢,"0,0,0,1,0,0,0,0,0"
26075,那就是小时候就开始长的斑,"0,1,0,0,0,0,0,0,0"
23932,咱们这边做了二十多年手术的，0事故,"0,1,0,0,0,0,0,0,0"
4539,看来是有扩散的趋势的   白斑部位十几年有没有治疗过呢,"1,0,0,0,0,0,0,0,0"
1658,您现在是打算治疗还是？,"0,0,0,0,0,0,1,0,0"
24965,不过想要更精准更快达到最好的效果，听听医生的建议哦,"0,1,0,0,0,0,0,0,0"
28325,可以治疗的，我们是22年的老字号专业的整形美容医院，有专业的皮肤治疗中心,"0,1,0,0,0,0,0,0,0"
12910,你多大了 是两个小痘痘吗,"0,1,0,0,0,0,0,0,0"
16241,您有微信吗，我加您，,"0,0,0,0,1,0,0,0,0"
25170,您的疤痕是怎么形成的呢？疤痕现在是什么颜色的呢？,"0,0,1,0,0,0,0,0,0"
16608,看你自身的脂肪的厚度 可以捏起来的脂肪 都是可以通过吸脂的方式的提取出来的,"0,0,0,0,0,0,0,0,1"
30767,之前有面诊过适合注射溶脂吗,"1,0,0,0,0,0,0,0,0"
17626,好的，这边给您登记,"0,1,0,0,0,0,0,0,0"
11497,您是男士还是女士的呢？主要的毛发是在面部的哪些部位呢？,"0,0,0,0,0,1,0,0,0"
2496,您好欢迎您回来,"0,1,0,0,0,0,0,0,0"
30693,您主要是倾向注射，还是假体?  ,"0,0,1,0,0,0,0,0,0"
29264,抬头纹的话 可以选择注射除皱针 或者埋线提拉都可以 针对性效果最好的  ,"0,0,0,0,0,0,0,0,1"
10859,明天上午 下午都有号 您是想什么时候来呢,"0,0,0,0,0,0,1,0,0"
17180,那您正是女性最有魅力的年龄了,"0,1,0,0,0,0,0,0,0"
15928,有的，您要做什么项目呢,"0,0,0,1,0,0,0,0,0"
5981,什么时候检查的，近期还有在治疗吗？,"1,0,0,0,0,0,0,0,0"
394,稍等回电 请保持电话畅通,"0,1,0,0,0,0,0,0,0"
10773,您觉得呢,"0,1,0,0,0,0,0,0,0"
4271,每个人的面部情况不同，适合改善的方式不同，费用都是有区别的,"0,0,0,0,0,0,0,1,0"
2928,你在哪检查的？,"1,0,0,0,0,0,0,0,0"
3118,你多大了，什么时间查出来的,"1,0,0,0,0,0,0,0,0"
25656,好的 请问您贵姓，是男士还是女士嗯,"0,0,0,0,0,1,0,0,0"
29960,咱们医院手术室极致无菌，材料品质保障，安全麻醉保障哦,"0,0,0,0,0,0,0,0,1"
11351,生育宝宝到现在多久了呢？目前还有溢乳的情况出现吗？,"0,0,1,0,0,0,0,0,0"
19135,之前在哪里做的呢,"1,0,0,0,0,0,0,0,0"
30334,请问 疤痕形成多长时间了呢？,"0,0,1,0,0,0,0,0,0"
20561,你是对自己的眼部哪里不满意呢,"0,0,1,0,0,0,0,0,0"
30576,请问您是改善后效果不理想吗？,"0,0,1,0,0,0,0,0,0"
12254,安全性您完全不用担心的，我院的医疗质量都是按照三甲医院标准来要求的。,"0,1,0,0,0,0,0,0,0"
12301,检查几百块钱,"0,0,0,0,0,0,0,1,0"
14017,好，19岁很年轻呢,"0,1,0,0,0,0,0,0,0"
16540,您是想要改善什么问题呢,"0,0,1,0,0,0,0,0,0"
20829,没有关系，我们是鹏程医院,"0,1,0,0,0,0,0,0,0"
7162,嗯，那你朋友现在是在哪里个城市呢，他现在主要就是考虑费用吗？现在也是有分期付款的优惠政策的,"0,1,0,0,0,0,0,0,0"
30727,亲 平时有没有涂抹护肤品的习惯呢？,"0,0,1,0,0,0,0,0,0"
30040,引进当今国际尖端的内窥镜、三维显像精细直视操作系统，由资深专家采用微创操作。与新一代02.内窥镜技术完美结合，经验丰富的权威专家进行可视化精细操作，精确把握手术切口的位置，完全不会伤害乳腺组织,"0,0,0,0,0,0,0,0,1"
27658,你是怎么考虑的呢？,"0,1,0,0,0,0,0,0,0"
26597,覃先生，您好,"0,1,0,0,0,0,0,0,0"
22687,可以，你电话或是微信多少,"0,0,0,0,1,0,0,0,0"
16723,您之前来过我们鹏程医院吗,"1,0,0,0,0,0,0,0,0"
8179,您是预约哪天时间，我这边提前帮您预约下，您可以来医院实地的跟我们医生当面的沟通设计方案,"0,0,0,0,0,0,1,0,0"
22809,给您发短信的,"0,1,0,0,0,0,0,0,0"
23564,最小的小孩多大了呢？生育的时候有没有侧切的情况呢？,"0,0,1,0,0,0,0,0,0"
1685,嗯，那你要来上海这边才可以种植头发的，一般的市区都是没有资质看诊的，我们医院是在上海，正规看诊脱发以及毛发种植的专科医院。,"0,0,0,0,0,0,1,0,0"
9955,你是男性还是女性？是在哪个部位？,"0,0,0,0,0,1,0,0,0"
19308,周六上午还是下午，我帮您安排好,"0,0,0,0,0,0,1,0,0"
14237,方便加你微信吗  我可以发点我们医院的案例给您看看,"0,0,0,0,1,0,0,0,0"
12857,是的  您对比了这么多家医院 现在还想来我院了解 可能是对我院的认可吧,"0,1,0,0,0,0,0,0,0"
16251,一般做任何手术，咱们这边都会建议客人可以先提前给医生面诊自己的基础情况先的呢,"0,1,0,0,0,0,0,0,0"
20002,这个是我们鹏程医院的经典眼部项目之一，效果非常好，我们在深圳开了20多年的老字号整形美容医院,"0,0,0,0,0,0,0,0,1"
29121,珠海九龙是针对皮肤美白的方案是有很多的，例如:先进的光学仪器，微针美塑，美白针，白瓷娃娃，黑脸娃娃，果酸治疗等等，是根据个人的肤质来合理制定美白计划的,"0,0,0,0,0,0,0,0,1"
6481,我的微信18924115317,"0,1,0,0,0,0,0,0,0"
2806,下巴 鼻子，嘟嘟唇都可以的,"0,0,0,0,0,0,0,0,1"
28925,双眼皮修复是咱们成都铜雀台的常规项目，咨询和治疗的顾客非常多，满意率很高,"0,0,0,0,0,0,0,0,1"
21327,您之前有注射过吗,"1,0,0,0,0,0,0,0,0"
15651,您微信是多少呢？,"0,0,0,0,1,0,0,0,0"
9837,我添加您 可以发张照片过来我帮您分析一下  这样更加清晰快捷,"0,1,0,0,0,0,0,0,0"
227,现在已经是不开展疾病类项目了,"0,1,0,0,0,0,0,0,0"
4168,或者您有微信吗  我发送一下我们丰胸真人案例视频给您进一步参考看看,"0,0,0,0,1,0,0,0,0"
22349,您具体适合哪一种手术方式，最好还是先来我院请权威五官专家，为您做一个详细检查设计，再确定手术方式比较好。,"0,0,0,0,0,0,1,0,0"
21466,你们明天一起过来吗,"0,0,0,0,0,0,1,0,0"
11401,好的，那孩子的情况还是比较稳定的，之前有带孩子去医院咨询确诊过吗,"0,1,0,0,0,0,0,0,0"
24304,您电话是多少，我短信发给您,"0,0,0,0,1,0,0,0,0"
24855,网页接收不到照片,"0,1,0,0,0,0,0,0,0"
25806,冒昧问一下怎么称呼您呢，今年多大年纪呢,"0,0,0,0,0,1,0,0,0"
11897,去医院在医生指导下能更好给你建议,"0,1,0,0,0,0,0,0,0"
22060,您的电话是多少呢   我看一下您的档案,"0,0,0,0,1,0,0,0,0"
15345,一般过几天就恢复了,"0,1,0,0,0,0,0,0,0"
18147,我了解一下你的情况，给你更好的建议,"0,1,0,0,0,0,0,0,0"
24315,是男生还是女生,"0,0,0,0,0,1,0,0,0"
15044,要不这样   你加我微信,"0,0,0,0,1,0,0,0,0"
12994,不要着急，我先了解下您的情况，之后给你分析,"0,0,1,0,0,0,0,0,0"
13353,尹小姐 您好,"0,1,0,0,0,0,0,0,0"
26660,您现在的大腿围是多少呢？,"0,1,0,0,0,0,0,0,0"
7188,请问您男士女士，年龄多大了？您目前眼部基础情况是什么样子的呢？方便发个照片过来看一下您目前的大概情况吗？,"0,0,0,0,0,1,0,0,0"
21906,我加下您微信吧，毕竟文字表达比较局限,"0,0,0,0,1,0,0,0,0"
9357,你好，你是在忙吗？,"0,1,0,0,0,0,0,0,0"
24582,你微信多少？可以发照片帮你分析,"0,0,0,0,1,0,0,0,0"
19641,一次就可以去掉双下巴了，效果非常好的，我们医院是在深圳开展20多年的老品牌美容医院， 医生会根据您的情况给您制定适合的治疗方案的，我是谢助理，怎么称呼您呢,"0,0,0,0,0,1,0,0,0"
15937,你的电话吗,"0,0,0,0,1,0,0,0,0"
4867,您今年多大了，男性女性呢？,"0,0,0,0,0,1,0,0,0"
